rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1905,1500,Finance & Investments,,48.0,United States,,,Finance & Investments,United States,,True,E,M,5/20/1974 0:00,Mondre,Greg,,4/4/2023 5:01,New York,Northeast,1974.0,5.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Fashion & Retail,,70.0,Italy,,,Fashion & Retail,Italy,,True,D,M,8/16/1952 0:00,Moretti Polegato,Mario,,4/4/2023 5:01,,,1952.0,8.0,16.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1905,1500,Service,,78.0,Bahrain,,,Service,Lebanon,,False,E,M,1/1/1945 0:00,Mouawad,Robert,,4/4/2023 5:01,,,1945.0,1.0,1.0,117.59,2.1,38574069149.0,50.5,99.4,77.2,4.2,13.8,1501635.0,26.0667,50.5577
1905,1500,Logistics,,79.0,United States,,,Logistics,United States,,True,U,M,1/15/1944 0:00,Moyes,Jerry,,4/4/2023 5:01,Arizona,West,1944.0,1.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Technology,,63.0,United States,,,Technology,United States,,True,U,M,4/5/1959 0:00,Ocampo,John,,4/4/2023 5:01,California,West,1959.0,4.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Diversified,,74.0,United Kingdom,,,Diversified,Sweden,,False,U,M,1/1/1949 0:00,Olsson,Stefan,,4/4/2023 5:01,,,1949.0,1.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1905,1500,Energy,,73.0,Brazil,,,Energy,Brazil,,False,D,M,1/1/1950 0:00,Ometto Silveira Mello,Rubens,,4/4/2023 5:01,,,1950.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1905,1500,Finance & Investments,,80.0,United States,,,Finance & Investments,United States,,True,D,M,6/1/1942 0:00,Peltz,Nelson,,4/4/2023 5:01,New York,Northeast,1942.0,6.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Construction & Engineering,,49.0,Mexico,,,Construction & Engineering,Mexico,,False,U,M,1/1/1974 0:00,Penaloza Alanis,David,,4/4/2023 5:01,,,1974.0,1.0,1.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1905,1500,Fashion & Retail,,48.0,Sweden,,,Fashion & Retail,Sweden,,False,E,M,3/25/1975 0:00,Persson,Karl-Johan,,4/4/2023 5:01,,,1975.0,3.0,25.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1905,1500,Food & Beverage,,55.0,United States,,,Food & Beverage,United States,,True,E,M,1/21/1968 0:00,Repole,Mike,,4/4/2023 5:01,Florida,South,1968.0,1.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Food & Beverage,,66.0,United States,,,Food & Beverage,United States,,False,U,M,3/23/1957 0:00,Reyes,Duke,,4/4/2023 5:01,Florida,South,1957.0,3.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Real Estate,,39.0,Singapore,,,Real Estate,Singapore,,False,Split Family Fortune,M,5/5/1983 0:00,RK,Kishin,,4/4/2023 5:01,,,1983.0,5.0,5.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1905,1500,Finance & Investments,,63.0,Peru,,,Finance & Investments,Peru,,False,Split Family Fortune,M,4/11/1959 0:00,Rodriguez-Pastor,Carlos,,4/4/2023 5:01,,,1959.0,4.0,11.0,129.78,2.1,226848050820.0,70.7,106.9,76.5,14.3,36.8,32510453.0,-9.189967,-75.015152
1905,1500,Finance & Investments,,52.0,United Kingdom,,,Finance & Investments,United Kingdom,,True,E,M,9/21/1970 0:00,Rokos,Christopher,,4/4/2023 5:01,,,1970.0,9.0,21.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1905,1500,Service,,56.0,United States,,,Service,United States,,True,N,M,1/7/1967 0:00,Ruiz,John,,4/4/2023 5:01,Florida,South,1967.0,1.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Technology,,53.0,United States,,,Technology,United States,,True,D,F,8/28/1969 0:00,Sandberg,Sheryl,,4/4/2023 5:01,California,West,1969.0,8.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Automotive,,62.0,Israel,,,Automotive,Israel,,True,E,M,5/26/1960 0:00,Shashua,Amnon,,4/4/2023 5:01,,,1960.0,5.0,26.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1905,1500,Media & Entertainment,,40.0,United States,,,Media & Entertainment,United States,,True,U,M,7/14/1982 0:00,Silbermann,Ben,,4/4/2023 5:01,California,West,1982.0,7.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Fashion & Retail,,64.0,Singapore,,,Fashion & Retail,Singapore,,True,U,M,12/1/1958 0:00,Sim,Ron,,4/4/2023 5:01,,,1958.0,12.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1905,1500,Finance & Investments,,73.0,Russia,,,Finance & Investments,Russia,,True,R,M,7/19/1949 0:00,Simanovsky,Leonid,,4/4/2023 5:01,,,1949.0,7.0,19.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1905,1500,Healthcare,,82.0,India,,,Healthcare,India,,True,D,M,11/20/1940 0:00,Singh,Basudeo,,4/4/2023 5:01,,,1940.0,11.0,20.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1905,1500,Technology,,64.0,United States,,,Technology,United States,,True,D,M,10/3/1958 0:00,Slootman,Frank,,4/4/2023 5:01,California,West,1958.0,10.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Real Estate,,79.0,Australia,,,Real Estate,Australia,,True,U,M,12/23/1943 0:00,Snow,Terry,,4/4/2023 5:01,,,1943.0,12.0,23.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1905,1500,Real Estate,,72.0,United States,,,Real Estate,United States,,True,U,M,11/14/1950 0:00,Stawski,Axel,,4/4/2023 5:01,New York,Northeast,1950.0,11.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Finance & Investments,,65.0,United States,,,Finance & Investments,United States,,True,E,M,6/27/1957 0:00,Steyer,Thomas,,4/4/2023 5:01,California,West,1957.0,6.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Fashion & Retail,,56.0,Russia,,,Fashion & Retail,Russia,,True,R,M,3/24/1967 0:00,Studennikov,Sergei,,4/4/2023 5:01,,,1967.0,3.0,24.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1905,1500,Real Estate,,74.0,China,,,Real Estate,China,,True,D,F,11/24/1948 0:00,Su,Suyu,,4/4/2023 5:01,,,1948.0,11.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Technology,,39.0,United States,,,Technology,United States,,True,E,M,12/30/1983 0:00,Systrom,Kevin,,4/4/2023 5:01,California,West,1983.0,12.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Food & Beverage,,,China,,,Food & Beverage,China,,True,D,F,,Tan,Lili,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Food & Beverage,,40.0,China,,,Food & Beverage,China,,True,E,M,12/12/1982 0:00,Tang,Binsen,,4/4/2023 5:01,,,1982.0,12.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Technology,,,China,,,Technology,China,,True,N,M,,Tang,Rui,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Manufacturing,,79.0,Thailand,,,Manufacturing,Thailand,,True,U,M,3/26/1944 0:00,Tangkaravakoon,Prachak,,4/4/2023 5:01,,,1944.0,3.0,26.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1905,1500,Healthcare,,50.0,United States,,,Healthcare,United States,,True,D,M,8/9/1972 0:00,Tangney,Jeff,,4/4/2023 5:01,California,West,1972.0,8.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Fashion & Retail,,63.0,China,,,Fashion & Retail,China,,True,D,M,1/1/1960 0:00,Tao,Yuequn,,4/4/2023 5:01,,,1960.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Telecom,,67.0,Australia,,,Telecom,Australia,,True,D,M,1/1/1956 0:00,Teoh,David,,4/4/2023 5:01,,,1956.0,1.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1905,1500,Manufacturing,,79.0,Andorra,,,Manufacturing,Spain,,False,U,F,4/23/1943 0:00,Thyssen,Carmen,,4/4/2023 5:01,,,1943.0,4.0,23.0,,,3154057987.0,,106.4,,,,77142.0,42.506285,1.521801
1905,1500,Automotive,,63.0,Vietnam,,,Automotive,Vietnam,,True,D,M,4/1/1960 0:00,Tran,Ba Duong,,4/4/2023 5:01,,,1960.0,4.0,1.0,163.52,2.8,261921244843.0,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1905,1500,Telecom,,75.0,United States,,,Telecom,United States,,True,E,M,1/8/1948 0:00,Troutt,Kenny,,4/4/2023 5:01,Texas,South,1948.0,1.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Gambling & Casinos,,52.0,Sweden,,,Gambling & Casinos,Sweden,,True,U,M,2/22/1971 0:00,von Bahr,Jens,,4/4/2023 5:01,,,1971.0,2.0,22.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1905,1500,Healthcare,,54.0,China,,,Healthcare,China,,True,U,M,12/12/1968 0:00,Wang,Junmin,,4/4/2023 5:01,,,1968.0,12.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Healthcare,,61.0,China,,,Healthcare,China,,True,U,M,11/28/1961 0:00,Weng,Xianding,,4/4/2023 5:01,,,1961.0,11.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Energy,,71.0,United States,,,Energy,United States,,True,U,M,2/9/1952 0:00,Wilks,Farris,,4/4/2023 5:01,Texas,South,1952.0,2.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Real Estate,,87.0,Hong Kong,,,Real Estate,Hong Kong,,True,D,M,12/3/1935 0:00,Wu,Gordon,,4/4/2023 5:01,,,1935.0,12.0,3.0,,,,,,,,,,,
1905,1500,Technology,,47.0,China,,,Technology,China,,True,E,M,1/1/1976 0:00,Xiong,Wu,,4/4/2023 5:01,,,1976.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Media & Entertainment,,,China,,,Media & Entertainment,China,,True,E,M,,Xu,Zhenhua,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Technology,,50.0,China,,,Technology,China,,True,D,M,11/30/1972 0:00,Xu,Zhihan,,4/4/2023 5:01,,,1972.0,11.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Food & Beverage,,62.0,China,,,Food & Beverage,China,,True,D,M,5/20/1960 0:00,Yang,Tingdong,,4/4/2023 5:01,,,1960.0,5.0,20.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Service,,61.0,China,,,Service,China,,True,R,M,1/1/1962 0:00,Yu,Michael Minhong,,4/4/2023 5:01,,,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Media & Entertainment,,,China,,,Media & Entertainment,China,,True,E,M,,Yuan,Justin,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Service,,43.0,China,,,Service,China,,True,R,M,1/1/1980 0:00,Zhang,Bangxin,,4/4/2023 5:01,,,1980.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Energy,,,China,,,Energy,China,,True,Split Family Fortune,F,,Zhang,Hong,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Fashion & Retail,,66.0,China,,,Fashion & Retail,China,,True,D,M,3/1/1957 0:00,Zhou,Zongwen,,4/4/2023 5:01,,,1957.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Diversified,,83.0,Finland,,,Diversified,Finland,,False,D,M,2/24/1940 0:00,Aarnio-Wihuri,Antti,,4/4/2023 5:01,,,1940.0,2.0,24.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
2020,1400,Finance & Investments,,80.0,Spain,,,Finance & Investments,Spain,,True,U,M,12/7/1942 0:00,Alcocer,Alberto,,4/4/2023 5:01,,,1942.0,12.0,7.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2020,1400,Fashion & Retail,,52.0,Australia,,,Fashion & Retail,Australia,,True,D,M,9/25/1970 0:00,Austin,Nigel,,4/4/2023 5:01,,,1970.0,9.0,25.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2020,1400,Technology,,40.0,Singapore,,,Technology,India,,True,U,M,12/3/1982 0:00,Bansal,Binny,,4/4/2023 5:01,,,1982.0,12.0,3.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Healthcare,,75.0,India,,,Healthcare,India,,True,D,M,8/3/1947 0:00,Bawri,Girdhari Lal,,4/4/2023 5:01,,,1947.0,8.0,3.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Diversified,,79.0,United Kingdom,,,Diversified,United Kingdom,,True,D,M,6/16/1943 0:00,Bloor,John,,4/4/2023 5:01,,,1943.0,6.0,16.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2020,1400,Energy,,71.0,Russia,,,Energy,Russia,,True,R,M,5/28/1951 0:00,Bogdanov,Vladimir,,4/4/2023 5:01,,,1951.0,5.0,28.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Food & Beverage,,53.0,India,,,Food & Beverage,India,,False,D,M,7/1/1969 0:00,Burman,Amit,,4/4/2023 5:01,,,1969.0,7.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Metals & Mining,,52.0,China,,,Metals & Mining,China,,True,N,M,1/1/1971 0:00,Cai ,Jianyong,,4/4/2023 5:01,,,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Technology,,64.0,United States,,,Technology,United States,,True,D,M,8/21/1958 0:00,Case,Steve,,4/4/2023 5:01,Virginia,South,1958.0,8.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Technology,,55.0,China,,,Technology,China,,True,E,M,1/1/1968 0:00,Chen,Wenyuan,,4/4/2023 5:01,,,1968.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Real Estate,,74.0,Singapore,,,Real Estate,Singapore,,True,U,M,7/11/1948 0:00,Chua,Thian Poh,,4/4/2023 5:01,,,1948.0,7.0,11.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Finance & Investments,,83.0,Brazil,,,Finance & Investments,Brazil,,True,U,M,4/1/1940 0:00,Dayan,Sasson,,4/4/2023 5:01,,,1940.0,4.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Metals & Mining,,65.0,Australia,,,Metals & Mining,Australia,,True,N,M,6/26/1957 0:00,Ellison,Chris,,4/4/2023 5:01,,,1957.0,6.0,26.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2020,1400,Manufacturing,,97.0,United States,,,Manufacturing,United States,,True,D,M,8/23/1925 0:00,Farber,John,,4/4/2023 5:01,New York,Northeast,1925.0,8.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Finance & Investments,,65.0,United States,,,Finance & Investments,United States,,True,U,M,10/27/1957 0:00,Flowers,J. Christopher,,4/4/2023 5:01,Florida,South,1957.0,10.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Fashion & Retail,,75.0,Switzerland,,,Fashion & Retail,Austria,,True,D,M,7/10/1947 0:00,Geiger,Reinold,,4/4/2023 5:01,,,1947.0,7.0,10.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Technology,,44.0,United States,,,Technology,Sweden,,True,D,M,12/8/1978 0:00,Ghodsi,Ali,,4/4/2023 5:01,California,West,1978.0,12.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Diversified,,55.0,Philippines,,,Diversified,Philippines,,False,D,M,12/1/1967 0:00,Gokongwei,Lance,,4/4/2023 5:01,,,1967.0,12.0,1.0,129.61,2.5,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
2020,1400,Food & Beverage,,53.0,China,,,Food & Beverage,China,,True,U,M,,Guan,Yihong,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,,64.0,India,,,Manufacturing,India,,True,D,M,1/2/1959 0:00,Gupta,Rajinder,,4/4/2023 5:01,,,1959.0,1.0,2.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Service,,80.0,Switzerland,,,Service,Norway,,True,D,M,2/18/1943 0:00,Hagen,Torstein,,4/4/2023 5:01,,,1943.0,2.0,18.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Construction & Engineering,,44.0,France,,,Construction & Engineering,Lebanon,,False,E,M,5/16/1978 0:00,Hariri,Ayman,,4/4/2023 5:01,,,1978.0,5.0,16.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
2020,1400,Finance & Investments,,79.0,Mexico,,,Finance & Investments,Mexico,,True,U,M,3/11/1944 0:00,Harp Helu,Alfredo,,4/4/2023 5:01,,,1944.0,3.0,11.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
2020,1400,Automotive,,45.0,China,,,Automotive,China,,True,D,M,11/3/1977 0:00,He,Xiaopeng,,4/4/2023 5:01,,,1977.0,11.0,3.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Fashion & Retail,,65.0,United Kingdom,,,Fashion & Retail,Germany,,False,E,M,2/11/1958 0:00,Henkel,Christoph,,4/4/2023 5:01,,,1958.0,2.0,11.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2020,1400,Fashion & Retail,,81.0,United States,,,Fashion & Retail,United States,,False,E,M,5/31/1941 0:00,Hirschfeld,Daniel,,4/4/2023 5:01,Nebraska,Midwest,1941.0,5.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Technology,,40.0,United States,,,Technology,United States,,True,D,M,3/4/1983 0:00,Houston,Drew,,4/4/2023 5:01,Texas,South,1983.0,3.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Manufacturing,,58.0,China,,,Manufacturing,China,,True,U,M,1/27/1965 0:00,Huang,Jinxiang,,4/4/2023 5:01,,,1965.0,1.0,27.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,,74.0,India,,,Manufacturing,India,,True,U,M,6/22/1948 0:00,Jain,Rameshchandra,,4/4/2023 5:01,,,1948.0,6.0,22.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Healthcare,,68.0,China,,,Healthcare,China,,True,D,M,7/1/1954 0:00,Ke,Zunhong,,4/4/2023 5:01,,,1954.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Media & Entertainment,,56.0,South Korea,,,Media & Entertainment,South Korea,,True,D,M,3/14/1967 0:00,Kim,Taek-jin,,4/4/2023 5:01,,,1967.0,3.0,14.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2020,1400,Real Estate,,59.0,Singapore,,,Real Estate,Singapore,,True,U,M,7/1/1963 0:00,Koh,Wee Meng,,4/4/2023 5:01,,,1963.0,7.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Manufacturing,,51.0,Russia,,,Manufacturing,Russia,,True,U,M,2/25/1972 0:00,Kolesnikov,Sergei,,4/4/2023 5:01,,,1972.0,2.0,25.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Finance & Investments,,76.0,India,,,Finance & Investments,India,,False,D,M,8/26/1946 0:00,Kothari,Hemendra,,4/4/2023 5:01,,,1946.0,8.0,26.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Finance & Investments,,42.0,Switzerland,,,Finance & Investments,Poland,,False,E,M,11/16/1980 0:00,Kulczyk,Sebastian,,4/4/2023 5:01,,,1980.0,11.0,16.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Real Estate,,77.0,Singapore,,,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1946 0:00,Kwee,Liong Keng,,4/4/2023 5:01,,,1946.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,,65.0,Singapore,,,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1958 0:00,Kwee,Liong Phing,,4/4/2023 5:01,,,1958.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,,70.0,Singapore,,,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1953 0:00,Kwee,Liong Seen,,4/4/2023 5:01,,,1953.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,,76.0,Singapore,,,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1947 0:00,Kwee,Liong Tek,,4/4/2023 5:01,,,1947.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Diversified,,71.0,Singapore,,,Diversified,Singapore,,False,N,M,1/1/1952 0:00,Kwek,Leng Keow,,4/4/2023 5:01,,,1952.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Diversified,,67.0,Singapore,,,Diversified,Singapore,,False,U,M,1/1/1956 0:00,Kwek,Leng Peck,,4/4/2023 5:01,,,1956.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,,69.0,Hong Kong,,,Real Estate,Hong Kong,,False,U,M,4/10/1953 0:00,Kwok,Raymond,,4/4/2023 5:01,,,1953.0,4.0,10.0,,,,,,,,,,,
2020,1400,Diversified,,60.0,South Korea,,,Diversified,South Korea,,False,U,M,12/8/1962 0:00,Lee,Ho-jin,,4/4/2023 5:01,,,1962.0,12.0,8.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2020,1400,Finance & Investments,,72.0,Canada,,,Finance & Investments,Canada,,True,D,M,1/3/1951 0:00,Lee-Chin,Michael,,4/4/2023 5:01,,,1951.0,1.0,3.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
